TweetNo,Label,Target,Topic,Phrase,TweetText,clean_text,label
3036,NOT,,,,@idanlandau @saritm0 @attilus ישראל הראשונה לא נוח לה שיש כאן ערבי מוסלמי ציוני?,ישראל הראשונה לא נוח לה שיש כאן ערבי מוסלמי ציוני,0
3037,NOT,,,,בוקר טוב לא בא לי לעבוד היום אמן ימות כל מי שירצה לקנות נקניקייה ❤️,בוקר טוב לא בא לי לעבוד היום אמן ימות כל מי שירצה לקנות נקניקייה,0
3038,NOT,,,,"@FlkiVilgerarso1 תבדוק את עניין הקנסות שהושתו על שופטים: אורנשטיין ערער על 1000 שח בנהיגה עם טלפון, נדמה לי שגם השופט חאלד כבוב ( על אף שייתכן שהיה זה שופט ערבי אחר)... קשה להם כשזה מגיע אליהם. אפילו מראית עין אין איתם.",תבדוק את עניין הקנסות שהושתו על שופטים אורנשטיין ערער על שח בנהיגה עם טלפון נדמה לי שגם השופט חאלד כבוב על אף שייתכן שהיה זה שופט ערבי אחר קשה להם כשזה מגיע אליהם אפילו מראית עין אין איתם,0
3039,NOT,,,,"@Renje_Ashhifon @dumbstipsshit למשל קורבנות אדם - זה נחשב בעינינו לרצח בגלל שזה לא מקובל חברתית, אבל בחברה שבה זה כן מקובל זה לא נחשב כרצח. ההבדל בין רצח להרג (לפי הפילוסופיה שלי) זה אם הוא מקובל או לא על ידי החברה.",למשל קורבנות אדם זה נחשב בעינינו לרצח בגלל שזה לא מקובל חברתית אבל בחברה שבה זה כן מקובל זה לא נחשב כרצח ההבדל בין רצח להרג לפי הפילוסופיה שלי זה אם הוא מקובל או לא על ידי החברה,0
3040,NOT,,,,@AsafRonel @carmeldangor אסף זה ציוץ מכוער ולא לעניין. כשכרמל חשפה פשעי טרור יהודי גם תהית בנושא?,אסף זה ציוץ מכוער ולא לעניין כשכרמל חשפה פשעי טרור יהודי גם תהית בנושא,0
3041,NOT,,,,@GuyBechor כרגיל אתה יוצא טיפש. אמריקאי בן 63 התאבד בכך שפוצץ את מכוניתו באמצע הלילה. לא פיגוע תופת ולא נעליים. אז תמחוק? תצייץ תיקון? תלמד משהו?,כרגיל אתה יוצא טיפש אמריקאי בן התאבד בכך שפוצץ את מכוניתו באמצע הלילה לא פיגוע תופת ולא נעליים אז תמחוק תצייץ תיקון תלמד משהו,0
3042,NOT,,,,@moshebs11 😂😂😂 אוי מוישה... אתה לא מחובר אחי היקר. טייק אווי לא רוצח כלום,אוי מוישה אתה לא מחובר אחי היקר טייק אווי לא רוצח כלום,0
3043,NOT,,,,גולום משר הטבעות עדיין מפחיד אותי רצח,גולום משר הטבעות עדיין מפחיד אותי רצח,0
3044,NOT,,,,"מושגים חדשים בחקלאות, הלכות כשרות ובתורת הגזע שפגשתי בהם לאחרונה: ״גידול נגוע״ שהוא גידול אורגני או ערבי. לעומת זאת ״דיבור נגוע״ הוא כשר למהדרין.",מושגים חדשים בחקלאות הלכות כשרות ובתורת הגזע שפגשתי בהם לאחרונה ״גידול נגוע״ שהוא גידול אורגני או ערבי לעומת זאת ״דיבור נגוע״ הוא כשר למהדרין,0
3045,Hate,UNT,Racism,רוצח אותו,"אימו של אהוביה סנדק לשר אוחנה ""מה הוא רוצח אותו, מה הוא ערבי?"".",אימו של אהוביה סנדק לשר אוחנה מה הוא רוצח אותו מה הוא ערבי,1
3046,NOT,,,,"אתמול היה יום ז'בוטינסקי במערכת החינוך, מנהיג ציוני שהקים את בית""ר ומשם צמחה תנועת הליכוד. הייתי חבר בשתי התנועות ואף עמדתי בראש בית""ר. בליכוד של פעם ידעו לחיות עוזי לנדאו מימין ומאיר שטרית משמאל, היה מנעד נכון ובריא. היום הכל שם בעד ביבי/נגד ביבי (השותקים).",אתמול היה יום זבוטינסקי במערכת החינוך מנהיג ציוני שהקים את ביתר ומשם צמחה תנועת הליכוד הייתי חבר בשתי התנועות ואף עמדתי בראש ביתר בליכוד של פעם ידעו לחיות עוזי לנדאו מימין ומאיר שטרית משמאל היה מנעד נכון ובריא היום הכל שם בעד ביבינגד ביבי השותקים,0
3047,NOT,,,,"בוקר טוב! ביום רביעי האחרון ביקר המיליארדר סיימון פאליק במעיינות. הוא סייר במקום עם ראשי המאבק, שמע על פרטים על הצו הריסה , התרשם מהמקום והבטיח לעזור במאבק. https://t.co/MxpXnCBp4P",בוקר טוב ביום רביעי האחרון ביקר המיליארדר סיימון פאליק במעיינות הוא סייר במקום עם ראשי המאבק שמע על פרטים על הצו הריסה התרשם מהמקום והבטיח לעזור במאבק,0
3048,NOT,,,,"@yarivop אלוקים, עשה שלעולם לא אתבלבל בין אויב לבין אח.",אלוקים עשה שלעולם לא אתבלבל בין אויב לבין אח,0
3049,NOT,,,,@1dm5sos היא גם שוביניסטית רצח הומופובית וגזענית,היא גם שוביניסטית רצח הומופובית וגזענית,0
3050,NOT,,,,@danielle_be86 תכלס מאוד פשוט להפסיק לשחוט כל מי שמרים ראש ולהתלכד על אדם אחד מסר אחד,תכלס מאוד פשוט להפסיק לשחוט כל מי שמרים ראש ולהתלכד על אדם אחד מסר אחד,0
3051,NOT,,,,@kann_news @KalmanLiebskind כמה הוא ציוני. תסתכלו כמה הוא ציוני. ואדם מאמין בלי כיפה בלי גינונים מאמין בעם היהודי ובארץ ישראל. להתרפק על תקופה שנעלמה.,כמה הוא ציוני תסתכלו כמה הוא ציוני ואדם מאמין בלי כיפה בלי גינונים מאמין בעם היהודי ובארץ ישראל להתרפק על תקופה שנעלמה,0
3052,NOT,,,,"נוסעת לעבודה. שמה רדיו. בוכה. מגיעה לעבודה. בוכה. לא יכולה לצאת מהרכב. בוכה עדיין. כל המאסקרה מרוחה גוועלד. למה? כי ככה אני כשאני מתעסקת באופן מוגבר בשאלות על הסכסוך. בכל מיני תגובות לציוצים שלי בעקבות סנדק, הגיבו לי שמבחינתי אם זה היה נער פלסטיני זה היה בסדר. מה שהזכיר לי מפגש",נוסעת לעבודה שמה רדיו בוכה מגיעה לעבודה בוכה לא יכולה לצאת מהרכב בוכה עדיין כל המאסקרה מרוחה גוועלד למה כי ככה אני כשאני מתעסקת באופן מוגבר בשאלות על הסכסוך בכל מיני תגובות לציוצים שלי בעקבות סנדק הגיבו לי שמבחינתי אם זה היה נער פלסטיני זה היה בסדר מה שהזכיר לי מפגש,0
3053,NOT,,,,"הוא היה נשוי אבל לאשתו לא ניתן אישור לגור בארץ, אז היא וילדיהם באירופה והוא פה. באופן טבעי הייתי חושבת שהאדי אמור היה להמשיך להיות טרוריסט. היינו אמורים לשנוא. אבל הוא ישב לצידי ואכלנו צהריים, כאילו אין שום אפשרות אחרת. לאכול דג ואורז וירקות. לבלוע, בתאל, לא לשכוח לבלוע, ולנשום.",הוא היה נשוי אבל לאשתו לא ניתן אישור לגור בארץ אז היא וילדיהם באירופה והוא פה באופן טבעי הייתי חושבת שהאדי אמור היה להמשיך להיות טרוריסט היינו אמורים לשנוא אבל הוא ישב לצידי ואכלנו צהריים כאילו אין שום אפשרות אחרת לאכול דג ואורז וירקות לבלוע בתאל לא לשכוח לבלוע ולנשום,0
3054,NOT,,,,"היום לפני שנתיים הלך לעולמו עמוס עוז, הסופר שהיה קול של מחנה ואחד מהאבות המייסדים של ""שלום עכשיו"". עוז, שהיה ציוני בכל רמ""ח אבריו, פעל עד יומו האחרון לקידום שלום ולכינון חברת מופת. לעד ייזכר כמי שמעולם לא איבד תקווה: https://t.co/wSEFglZYAv",היום לפני שנתיים הלך לעולמו עמוס עוז הסופר שהיה קול של מחנה ואחד מהאבות המייסדים של שלום עכשיו עוז שהיה ציוני בכל רמח אבריו פעל עד יומו האחרון לקידום שלום ולכינון חברת מופת לעד ייזכר כמי שמעולם לא איבד תקווה,0
3055,NOT,,,,"@ChangedBio אולי מישהו יתזכר את האישה הזו שבאמת כואבת את מות בנה - הי""ד - שהיה אחד בשם יגאל אמיר יימח שמו - יהודי - אשר רצח את יצחק רבין ז""ל - יהודי !",אולי מישהו יתזכר את האישה הזו שבאמת כואבת את מות בנה היד שהיה אחד בשם יגאל אמיר יימח שמו יהודי אשר רצח את יצחק רבין זל יהודי,0
3056,NOT,,,,"@YoavShani1 @0xVitaly @omlavi ממש לא. ה""זועביז"" זו הגדרה למתנגדי המדינה היהודית. אז סבבה לי שהוא מבדיל עצמו מהם. מה לעשות שהמצע של יש עתיד מכיל בתוכו גם מרכיבים של ימין (בעיקר כלכלי) ?",ממש לא הזועביז זו הגדרה למתנגדי המדינה היהודית אז סבבה לי שהוא מבדיל עצמו מהם מה לעשות שהמצע של יש עתיד מכיל בתוכו גם מרכיבים של ימין בעיקר כלכלי,0
3057,NOT,,,,"אני לא כל כך מבין למה אנשים מופתעים שההחלטה הראשונית לסיים את הלימודים בשעה אחת התקבלה כדי ""לייצר תחושת סגר בציבור"". נתניהו מייצר תחושת סגר ומשבר כבר עשור, זאת השיטה שלו, כך הוא מחזיק בשלטון. שואה שנייה, איראן, חמאס ועכשיו זה. אחרת איך נדע שהוא ""פרוטקטור אוף איזראל""?",אני לא כל כך מבין למה אנשים מופתעים שההחלטה הראשונית לסיים את הלימודים בשעה אחת התקבלה כדי לייצר תחושת סגר בציבור נתניהו מייצר תחושת סגר ומשבר כבר עשור זאת השיטה שלו כך הוא מחזיק בשלטון שואה שנייה איראן חמאס ועכשיו זה אחרת איך נדע שהוא פרוטקטור אוף איזראל,0
3058,NOT,,,,"הלו, משטרה? אני רוצה לדווח על רצח של זברה https://t.co/sCELAxyQCH",הלו משטרה אני רוצה לדווח על רצח של זברה,0
3059,NOT,,,,"RT @ARotmensh: הלו, משטרה? אני רוצה לדווח על רצח של זברה https://t.co/sCELAxyQCH",הלו משטרה אני רוצה לדווח על רצח של זברה,0
3060,NOT,,,,"RT @AnarEinot: בוקר טוב! ביום רביעי האחרון ביקר המיליארדר סיימון פאליק במעיינות. הוא סייר במקום עם ראשי המאבק, שמע על פרטים על הצו הריס…",בוקר טוב ביום רביעי האחרון ביקר המיליארדר סיימון פאליק במעיינות הוא סייר במקום עם ראשי המאבק שמע על פרטים על הצו הריס,0
3061,NOT,,,,"RT @Morphlexis: בשנים האחרונות יצא שפיתחתי משיכה עזה לאמריקנה משנות ה-70, אני מניח שזה קשור לגיל ולחלק באישיות המתרפק על קלאסיקות שהרדיו נה…",בשנים האחרונות יצא שפיתחתי משיכה עזה לאמריקנה משנות ה אני מניח שזה קשור לגיל ולחלק באישיות המתרפק על קלאסיקות שהרדיו נה,0
3062,NOT,,,,"רצח בלוד, גבר כבן 50 המוכר למשטרה נמצא ירוי ברכבו, https://t.co/S3lcCKCFDX",רצח בלוד גבר כבן המוכר למשטרה נמצא ירוי ברכבו,0
3063,NOT,,,,"RT @RotterNet: רצח בלוד, גבר כבן 50 המוכר למשטרה נמצא ירוי ברכבו, https://t.co/S3lcCKCFDX",רצח בלוד גבר כבן המוכר למשטרה נמצא ירוי ברכבו,0
3064,NOT,,,,"RT @PeaceNowIL: היום לפני שנתיים הלך לעולמו עמוס עוז, הסופר שהיה קול של מחנה ואחד מהאבות המייסדים של ""שלום עכשיו"". עוז, שהיה ציוני בכל רמ""…",היום לפני שנתיים הלך לעולמו עמוס עוז הסופר שהיה קול של מחנה ואחד מהאבות המייסדים של שלום עכשיו עוז שהיה ציוני בכל רמ,0
3065,NOT,,,,"כשהביביסטים אומרים את המשפט המטומטם: ראש ממשלה מחליפים רק בקלפי? האם זה מה שהתכוון נתניהו כשאמר לאולמרט להתפטר בגלל כתבי אישום? האם זה מה שיגאל עמיר ימח שמו וזכרו לעד, חשב שעשה פגוע מגה לישראל? ראש ממשלה עם כתבי אישום חובה להפיל דרך הפגנות אחרת, הבעיה שלנו שלא הפגנו צאו להפגין !",כשהביביסטים אומרים את המשפט המטומטם ראש ממשלה מחליפים רק בקלפי האם זה מה שהתכוון נתניהו כשאמר לאולמרט להתפטר בגלל כתבי אישום האם זה מה שיגאל עמיר ימח שמו וזכרו לעד חשב שעשה פגוע מגה לישראל ראש ממשלה עם כתבי אישום חובה להפיל דרך הפגנות אחרת הבעיה שלנו שלא הפגנו צאו להפגין,0
3066,NOT,,,,"אם מישהו רוצה לבדוק את הסבלנות שלי, אז אני מחכה בגבורה כבר 4 חדשים ! ! ! למשלוח מחו״ל, איזה יופי ואיזה תעצומות נפש גיליתי על עצמי שלא הפכתי להם שולחן על הראש + לתבוע אותם משפטית + לשרוף להם באישון לילה את המפעל. משהו אני.",אם מישהו רוצה לבדוק את הסבלנות שלי אז אני מחכה בגבורה כבר חדשים למשלוח מחו״ל איזה יופי ואיזה תעצומות נפש גיליתי על עצמי שלא הפכתי להם שולחן על הראש לתבוע אותם משפטית לשרוף להם באישון לילה את המפעל משהו אני,0
3067,NOT,,,,"@Renje_Ashhifon @dumbstipsshit אם מישהו כולא אישה במרתף ואונס אותה במשך 7 שנים ובסוף היא מתה מבעיות היגיינה - הוא לא התכוון להרוג אותה, אבל האם זה לא רצח?",אם מישהו כולא אישה במרתף ואונס אותה במשך שנים ובסוף היא מתה מבעיות היגיינה הוא לא התכוון להרוג אותה אבל האם זה לא רצח,0
3068,NOT,,,,@PaldiPaz @haski_oren @asafzamir חתיכת 0 מפגר!!! אנטישמי!! דפוק!! אתה באמת מביא טבלה של הדיקטטור ליברמן?! עד כמה נמוך אתה יורד ?! אין לך שום דעה עצמאית לבדוק את הנתונים ולראות שהם לא נכונים ?! אתה רדוד עד כדי כך ?! חתיכת אנטישמי 0 !!,חתיכת מפגר אנטישמי דפוק אתה באמת מביא טבלה של הדיקטטור ליברמן עד כמה נמוך אתה יורד אין לך שום דעה עצמאית לבדוק את הנתונים ולראות שהם לא נכונים אתה רדוד עד כדי כך חתיכת אנטישמי,0
3069,NOT,,,,"RT @Irisleal15: מושגים חדשים בחקלאות, הלכות כשרות ובתורת הגזע שפגשתי בהם לאחרונה: ״גידול נגוע״ שהוא גידול אורגני או ערבי. לעומת זאת ״דיבור…",מושגים חדשים בחקלאות הלכות כשרות ובתורת הגזע שפגשתי בהם לאחרונה ״גידול נגוע״ שהוא גידול אורגני או ערבי לעומת זאת ״דיבור,0
3070,NOT,,,,"@tahor21 @orr_by @bar_peleg בחיפוש קצר מצאתי הבעת תמיכה מצידו של ניצן הורוביץ בקואליציית מרכז-שמאל-ערבי-חרדים. ואגב, גם לי מתפלקות אותיות ואני לא דיסלקטי, הפתרון שלי פשוט, רגע לפני שאני לוחץ על ""השב"" אני עושה הגהה קצרה",בחיפוש קצר מצאתי הבעת תמיכה מצידו של ניצן הורוביץ בקואליציית מרכזשמאלערביחרדים ואגב גם לי מתפלקות אותיות ואני לא דיסלקטי הפתרון שלי פשוט רגע לפני שאני לוחץ על השב אני עושה הגהה קצרה,0
3071,NOT,,,,@FluffyBodySoap @dumbstipsshit זה לא רצח זאת הריגה כי אמרתי שהריגה זה מוות של מישהו מכל דרך כלשהי,זה לא רצח זאת הריגה כי אמרתי שהריגה זה מוות של מישהו מכל דרך כלשהי,0
3072,NOT,,,,@OferShelah כבר מזמן יש ריח של שנות ביניים בניפוח דמות אויב בחרדים שקיים בחברה ומנוצל על ידי פוליטיקה. כן. יש עם חרדים בעיות. אך בילתי אפשרי לפתור אותם עם רוחות פרנוידליות כלפיהם. למה? כי מצד שלהם גם יש אלו שמתעסקים באותו דבר - בניפוח דמות אויב בחברה החילונית. שזה ברוב מחוסר ידע על צד אחר.,כבר מזמן יש ריח של שנות ביניים בניפוח דמות אויב בחרדים שקיים בחברה ומנוצל על ידי פוליטיקה כן יש עם חרדים בעיות אך בילתי אפשרי לפתור אותם עם רוחות פרנוידליות כלפיהם למה כי מצד שלהם גם יש אלו שמתעסקים באותו דבר בניפוח דמות אויב בחברה החילונית שזה ברוב מחוסר ידע על צד אחר,0
3073,NOT,,,,@LassYoram גם מי שמת מהשפעת הספרדית לא ימות מ ILI בחודש ינואר,גם מי שמת מהשפעת הספרדית לא ימות מ בחודש ינואר,0
3074,NOT,,,,צבי רפפורט: #צפו: מעצר רוצח אסתר הורגן https://t.co/FngyNdGEfS,צבי רפפורט מעצר רוצח אסתר הורגן,0
3075,NOT,,,,"@batelkol מרגש היה לראות את המתנחלים מגיעים באוטובוסים להפגנות על רצח איאד אל חלאק, זה הרי ציבור שתמיד מוחה נגד שיטור יתר ואלימות משטרתית",מרגש היה לראות את המתנחלים מגיעים באוטובוסים להפגנות על רצח איאד אל חלאק זה הרי ציבור שתמיד מוחה נגד שיטור יתר ואלימות משטרתית,0
3076,NOT,,,,"@yarivop @yaelshevach פתאום ה""טענות"" מקובלות. אבל כאשר מדובר בלא יהודי אתה באופן קבע דורש חקירה ופיקפוק ב""טענות"". יריב בין יתר האידיאולוגיה שלך תזכור שכל יהודי כן גם זה שגר בגבעות הוא הדם שלו לא פחות מדם ערבי. אז נכון שהכל מהפוזיציה ואם ההרוג היה ערבי היית צועק חקירה חקירה ולא מקבל את ה""טענה""",פתאום הטענות מקובלות אבל כאשר מדובר בלא יהודי אתה באופן קבע דורש חקירה ופיקפוק בטענות יריב בין יתר האידיאולוגיה שלך תזכור שכל יהודי כן גם זה שגר בגבעות הוא הדם שלו לא פחות מדם ערבי אז נכון שהכל מהפוזיציה ואם ההרוג היה ערבי היית צועק חקירה חקירה ולא מקבל את הטענה,0
3077,NOT,,,,"@ygurvitz כמו כן, רצח רבין, ההסתה וההתכחשות היו הרבה לפני ש""יש עתיד"" הוקמה. הם לא יכולים לטעון שלא ידעו עם מי הם נכנסים למיטה.",כמו כן רצח רבין ההסתה וההתכחשות היו הרבה לפני שיש עתיד הוקמה הם לא יכולים לטעון שלא ידעו עם מי הם נכנסים למיטה,0
3078,NOT,,,,"@DavidLander99 @HShance @AyalaHasson מעניין. לא העם, תומכי טרור, מפלגה איסלמיסטית פלסטינית אבל ביבי חובר איתם",מעניין לא העם תומכי טרור מפלגה איסלמיסטית פלסטינית אבל ביבי חובר איתם,0
3079,NOT,,,,@itzikelrov זה משכיר שהשלום עם מצרים כמעט התפוצץ על מי יחזיק את עזה - ניסינו לדחוף אותה למצרים והם סירבו בתוקף,זה משכיר שהשלום עם מצרים כמעט התפוצץ על מי יחזיק את עזה ניסינו לדחוף אותה למצרים והם סירבו בתוקף,0
3080,NOT,,,,"@ayeletsl גם האדמה כאן בארץ לא רוצה אותם , אדמת עזה היא הפתרון . אם היית שמאלנית טפו טפו טפו עדין תכפילי בעוד 100,00 טפויים.",גם האדמה כאן בארץ לא רוצה אותם אדמת עזה היא הפתרון אם היית שמאלנית טפו טפו טפו עדין תכפילי בעוד טפויים,0
3081,Violence,Gaza,Racism,תעלו באש,הפזורה בסופר פארם. בואך עזה. תעלו באש אדוניי. בעה,הפזורה בסופר פארם בואך עזה תעלו באש אדוניי בעה,1
3082,NOT,,,,@Shay45806212 שעוצרים אנשים וחוקרים אותם. לא ניתן להשמיד הכל . תמיד יהיו עובדים שיזמרו.,שעוצרים אנשים וחוקרים אותם לא ניתן להשמיד הכל תמיד יהיו עובדים שיזמרו,0
3083,hate,Haifa university,anti semitism,אנטישמי,@Duduoppe @dan_hadasa מישהו יכול להתלונן לאוניברסיטת חיפה שמעסיקה אנטישמי שדעותיו דומות לשל היטלר? ואמן שיתבע אותי?,מישהו יכול להתלונן לאוניברסיטת חיפה שמעסיקה אנטישמי שדעותיו דומות לשל היטלר ואמן שיתבע אותי,1
3084,NOT,,,,@JoshBreiner תג מחיר זה נקמת דם אבל של יהודים? זה כולל רצח על כבוד המשפחה? שואל בשביל חבר,תג מחיר זה נקמת דם אבל של יהודים זה כולל רצח על כבוד המשפחה שואל בשביל חבר,0
3085,NOT,,,,"@liliLongstockin @LiSteinitz @sharkomatic11 פעילות העשרה של איקאה, הדרכה ואימון קרבי של כתר-פלסטיק, ערבי שקופיות על דובאיי, חוגי בית של מפלגות",פעילות העשרה של איקאה הדרכה ואימון קרבי של כתרפלסטיק ערבי שקופיות על דובאיי חוגי בית של מפלגות,0
3086,NOT,,,,"@AsafRonel @carmeldangor מי זה ""אנחנו"" ולמה ה""אנחנו"" שמשלמים שכוללים גם אותי, מתנחל טרי בשומרון, לא יכולים לצפות גם לכתבות מפרגנת?",מי זה אנחנו ולמה האנחנו שמשלמים שכוללים גם אותי מתנחל טרי בשומרון לא יכולים לצפות גם לכתבות מפרגנת,0
3087,NOT,,,,@TheTomThanks @JoshBreiner איך? שבירת רגל של שוטר? הבערת אש מול ביתו של ראש ממשלה? איך? פיגוע של אנשי שמאל ערבים נגד אנשי וחיילי צה״ל?,איך שבירת רגל של שוטר הבערת אש מול ביתו של ראש ממשלה איך פיגוע של אנשי שמאל ערבים נגד אנשי וחיילי צה״ל,0
3088,NOT,,,,כבר מזמן יש ריח של שנות ביניים בניפוח דמות אויב בחרדים שקיים בחברה ומנוצל על ידי פוליטיקה. כן. יש עם חרדים בעיות. אך בילתי אפשרי לפתור אותם עם רוחות פרנוידליות כלפיהם. למה? כי מצד שלהם גם יש אלו שמתעסקים באותו דבר - בניפוח דמות אויב בחברה החילונית. שזה ברוב מחוסר ידע על צד אחר.,כבר מזמן יש ריח של שנות ביניים בניפוח דמות אויב בחרדים שקיים בחברה ומנוצל על ידי פוליטיקה כן יש עם חרדים בעיות אך בילתי אפשרי לפתור אותם עם רוחות פרנוידליות כלפיהם למה כי מצד שלהם גם יש אלו שמתעסקים באותו דבר בניפוח דמות אויב בחברה החילונית שזה ברוב מחוסר ידע על צד אחר,0
3089,NOT,,,,@FluffyBodySoap @Renje_Ashhifon @dumbstipsshit לא זה לא רצח אם אני לא טועה לפי ההגדרה רצח זה הרג בכוונה תחילה מה שקרה כאן הוא הרג לא משנה מה הבן אדם עשה לנהרג כל עוד הוא לא ניסה להרוג אותו זה לא רצח,לא זה לא רצח אם אני לא טועה לפי ההגדרה רצח זה הרג בכוונה תחילה מה שקרה כאן הוא הרג לא משנה מה הבן אדם עשה לנהרג כל עוד הוא לא ניסה להרוג אותו זה לא רצח,0
3090,hate,Palestinian authority,International relations,הרשות,"@assafgibor לא התלהבנו אתמול שהרש""פ עצרה 2 פלסטיניות שהתכוונו לעשות פיגוע דקירה? ,כתבות על שת""פ ביטחוני בינינו לבין הרשות מביכות אותי כי אני יודע מה הן שוות באמת, זה טוב אולי להינדוס תודעה של הציבור בישראל אבל זה חוטא לאמת.",לא התלהבנו אתמול שהרשפ עצרה פלסטיניות שהתכוונו לעשות פיגוע דקירה כתבות על שתפ ביטחוני בינינו לבין הרשות מביכות אותי כי אני יודע מה הן שוות באמת זה טוב אולי להינדוס תודעה של הציבור בישראל אבל זה חוטא לאמת,1
3091,hate,Not clear,Occupation,עזה,@tzyossef @MoyalIlan החזיר את עוטף עזה יצא דפוק,החזיר את עוטף עזה יצא דפוק,1
3092,NOT,,,,"RT @dannyharush: אני לא כל כך מבין למה אנשים מופתעים שההחלטה הראשונית לסיים את הלימודים בשעה אחת התקבלה כדי ""לייצר תחושת סגר בציבור"". נתניה…",אני לא כל כך מבין למה אנשים מופתעים שההחלטה הראשונית לסיים את הלימודים בשעה אחת התקבלה כדי לייצר תחושת סגר בציבור נתניה,0
3093,NOT,,,,@bardak613 @Faigy2000 @menimen9 הראשון אחלה משחק וצחיק רצח,הראשון אחלה משחק וצחיק רצח,0
3094,NOT,,,,@Renje_Ashhifon @FluffyBodySoap @dumbstipsshit הסיבות ההגיניות קרו בגלל האדם הזה בסופו של דבר אז כן זה הרג פשוט לא רצח,הסיבות ההגיניות קרו בגלל האדם הזה בסופו של דבר אז כן זה הרג פשוט לא רצח,0
3095,NOT,,,,@Renje_Ashhifon @FluffyBodySoap @dumbstipsshit למה לא הוא לא הרג אותה במחשבה תחילה זה לא רצח זה הרג,למה לא הוא לא הרג אותה במחשבה תחילה זה לא רצח זה הרג,0
3096,NOT,,,,"״לינץ׳ בנהג ערבי זה אסתטיקה רעה למאבק ומרחיק תומכים״ זו העמדה של ״המתונים״. כמו הניאו-נאצים וה״אופטיקס״ שלהם, הויכוח הפנים-מתנחלי ביחס לאלימות האידיאולוגית שלהם הוא בכלל לא מוסרי אלא אסתטי. תנועת ההתנחלויות והתרבות הפונדמנטליסטית שהיא מייצרת הן מכשול לדמוקרטיה יותר מאלף נתניהו. https://t.co/dJJmRAFWj0",״לינץ׳ בנהג ערבי זה אסתטיקה רעה למאבק ומרחיק תומכים״ זו העמדה של ״המתונים״ כמו הניאונאצים וה״אופטיקס״ שלהם הויכוח הפניםמתנחלי ביחס לאלימות האידיאולוגית שלהם הוא בכלל לא מוסרי אלא אסתטי תנועת ההתנחלויות והתרבות הפונדמנטליסטית שהיא מייצרת הן מכשול לדמוקרטיה יותר מאלף נתניהו,0
3097,NOT,,,,קצת בבלאק אאוט. בכמה ימים נוספו לי כ 10 עוקבים. וכבר חציתי את ה150 עוקבים. קצת בבלאק אאוט. כי להפוך מאדם רדוף עד מוות בידי רוצח עלוב ושפל (ח.צ.) לאדם שפרץ את מחסום האנונימיות זה בהחלט מרגש. אך אל דאגה אני יתאושש. זו רק ההתחלה. והרבה דרך לפנינו עד שנשיג צדק. ומנרדף אהפוך למושל,קצת בבלאק אאוט בכמה ימים נוספו לי כ עוקבים וכבר חציתי את ה עוקבים קצת בבלאק אאוט כי להפוך מאדם רדוף עד מוות בידי רוצח עלוב ושפל חצ לאדם שפרץ את מחסום האנונימיות זה בהחלט מרגש אך אל דאגה אני יתאושש זו רק ההתחלה והרבה דרך לפנינו עד שנשיג צדק ומנרדף אהפוך למושל,0
3098,NOT,,,,@HatulShelShrek אני רוצה לשרוף את זה,אני רוצה לשרוף את זה,0
3099,NOT,,,,@mossi_raz כיבוש וליברלי לא הולכים ביחד. ראס בינענו לא הולכים ביחד,כיבוש וליברלי לא הולכים ביחד ראס בינענו לא הולכים ביחד,0
3100,NOT,,,,@yalisperber @HatulShelShrek אני רוצה לשרוף את בריון חתולי ששלח את התמונה הזאת,אני רוצה לשרוף את בריון חתולי ששלח את התמונה הזאת,0
3101,NOT,,,,"@ygurvitz שפה קצרה? חוסר שימת לב? לא ראית את זה קורה במלא מקומות אחרים? אוטומטית לתייג כל חובש כיפה ככהניסט (או ערבי כמחבל, או שמאלני כבוגד, או מתנחל כטרוריסט) כשאתה קורא טקסט לא ברור שלא איך שאתה רוצה, זה מקור כל הבעיות שלנו במדינה.",שפה קצרה חוסר שימת לב לא ראית את זה קורה במלא מקומות אחרים אוטומטית לתייג כל חובש כיפה ככהניסט או ערבי כמחבל או שמאלני כבוגד או מתנחל כטרוריסט כשאתה קורא טקסט לא ברור שלא איך שאתה רוצה זה מקור כל הבעיות שלנו במדינה,0
3103,NOT,,,,@tunicnoah חחחח הפעילו עליך טרור?,חחחח הפעילו עליך טרור,0
3104,NOT,,,,"RT @mossi_raz: ""גם כיבוש בלית ברירה הוא משחית. גם כיבוש נאור והומני וליברלי הוא כיבוש"". עמוס עוז, גדול סופרי ישראל, נפטר היום לפני שנתיים.",גם כיבוש בלית ברירה הוא משחית גם כיבוש נאור והומני וליברלי הוא כיבוש עמוס עוז גדול סופרי ישראל נפטר היום לפני שנתיים,0
3105,NOT,,,,@nachi_z9 נא לכבד את זאב אלקין איש יקר ציוני דתי עם כיפה ימני נחשב חלק מאיתנו עכשיו הוא לא בליכוד בעייה שלו אבל הוא לא שמאלני זה בטוח,נא לכבד את זאב אלקין איש יקר ציוני דתי עם כיפה ימני נחשב חלק מאיתנו עכשיו הוא לא בליכוד בעייה שלו אבל הוא לא שמאלני זה בטוח,0
3106,NOT,,,,RT @LapidotShosh: @mossi_raz כיבוש וליברלי לא הולכים ביחד. ראס בינענו לא הולכים ביחד,כיבוש וליברלי לא הולכים ביחד ראס בינענו לא הולכים ביחד,0
